Title,Year,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,original_language,release_date,budget,revenue
The Guardians,2017,23 Feb 2017,89 min,"Action, Adventure, Comedy",1 nomination,,4.0,"14,023",tt4600952,,en,2019-01-15,0.0,0.0
Life of the Party,2018,11 May 2018,105 min,Comedy,3 wins & 4 nominations,46.0,5.6,"37,981",tt5619332,"$53,059,911",en,2018-05-10,30000000.0,61700416.0
Breaking In,2018,11 May 2018,88 min,"Action, Thriller",1 win & 1 nomination,42.0,5.5,"16,295",tt7137846,"$46,840,590",en,2018-05-05,6000000.0,49078000.0
The Seagull,2018,26 Jul 2018,98 min,"Comedy, Drama, Romance",1 win & 3 nominations,58.0,5.7,"3,763",tt4682136,"$1,252,960",en,2018-05-11,0.0,1057421.0
The Seagull,2018,26 Jul 2018,98 min,"Comedy, Drama, Romance",1 win & 3 nominations,58.0,5.7,"3,763",tt4682136,"$1,252,960",tr,2018-03-23,0.0,0.0
The Seagull,2018,26 Jul 2018,98 min,"Comedy, Drama, Romance",1 win & 3 nominations,58.0,5.7,"3,763",tt4682136,"$1,252,960",ro,2018-06-30,0.0,0.0
Terminal,2018,11 May 2018,95 min,"Comedy, Crime, Drama",2 nominations,27.0,5.3,"23,518",tt4463816,,en,2018-05-10,0.0,843970.0
Terminal,2018,11 May 2018,95 min,"Comedy, Crime, Drama",2 nominations,27.0,5.3,"23,518",tt4463816,,de,2019-08-10,0.0,0.0
Terminal,2018,11 May 2018,95 min,"Comedy, Crime, Drama",2 nominations,27.0,5.3,"23,518",tt4463816,,en,2022-02-21,1000.0,0.0
Terminal,2018,11 May 2018,95 min,"Comedy, Crime, Drama",2 nominations,27.0,5.3,"23,518",tt4463816,,en,2019-03-15,2700.0,0.0
Deadpool 2,2018,18 May 2018,119 min,"Action, Adventure, Comedy",6 wins & 52 nominations,66.0,7.7,"597,624",tt5463162,"$324,591,735",en,2018-05-10,110000000.0,785896609.0
Book Club,2018,18 May 2018,104 min,"Comedy, Drama, Romance",2 wins & 3 nominations,53.0,6.1,"29,050",tt6857166,"$68,566,296",en,2018-05-18,10000000.0,78720293.0
First Reformed,2017,08 Jun 2018,113 min,"Drama, Mystery, Thriller",Nominated for 1 Oscar. 60 wins & 109 nominations total,85.0,7.1,"58,770",tt6053438,"$3,448,256",en,2018-05-18,3500000.0,2525738.0
Pope Francis: A Man of His Word,2018,14 Jun 2018,96 min,"Documentary, Biography",1 win & 4 nominations,63.0,6.5,"2,318",tt6915100,"$2,008,385",en,2018-05-18,0.0,2423465.0
Show Dogs,2018,18 May 2018,92 min,"Adventure, Comedy, Crime",1 nomination,31.0,3.9,"4,858",tt5691024,"$17,857,020",en,2018-05-18,5500000.0,38830219.0
Solo: A Star Wars Story,2018,25 May 2018,135 min,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. 6 wins & 26 nominations total,62.0,6.9,"356,610",tt3778644,"$213,767,512",en,2018-05-15,250000000.0,392952373.0
How to Talk to Girls at Parties,2017,25 May 2018,102 min,"Comedy, Music, Romance",9 nominations,50.0,5.7,"11,711",tt3859310,"$84,809",,,,
In Darkness,2018,25 May 2018,110 min,"Mystery, Thriller",,59.0,5.7,"13,727",tt5164184,,en,2018-05-25,0.0,217427.0
In Darkness,2018,25 May 2018,110 min,"Mystery, Thriller",,59.0,5.7,"13,727",tt5164184,,en,2018-11-16,0.0,0.0
The Misandrists,2017,25 May 2018,91 min,"Comedy, Drama",4 nominations,56.0,5.0,503,tt5518756,"$26,123",,,,
Future World,2018,25 May 2018,88 min,"Action, Adventure, Sci-Fi",,10.0,3.2,"6,520",tt5737536,,en,2018-05-25,0.0,0.0
The First Purge,2018,04 Jul 2018,97 min,"Action, Horror, Sci-Fi",1 nomination,54.0,5.2,"65,962",tt6133466,"$69,488,745",en,2018-07-04,13000000.0,137056262.0
Ant-Man and the Wasp,2018,06 Jul 2018,118 min,"Action, Adventure, Comedy",2 wins & 21 nominations,70.0,7.0,"418,820",tt5095030,"$216,648,740",en,2018-07-04,140000000.0,622674139.0
Sorry to Bother You,2018,13 Jul 2018,112 min,"Comedy, Drama, Fantasy",19 wins & 57 nominations,80.0,6.9,"82,939",tt5688932,"$17,493,096",en,2018-07-06,0.0,0.0
Hotel Transylvania 3: Summer Vacation,2018,13 Jul 2018,97 min,"Animation, Adventure, Comedy",2 wins & 9 nominations,54.0,6.3,"77,477",tt5220122,"$167,510,016",en,2018-06-28,80000000.0,528600000.0
Skyscraper,2018,13 Jul 2018,102 min,"Action, Adventure, Thriller",4 nominations,51.0,5.8,"125,855",tt5758778,"$68,420,120",en,2018-07-11,125000000.0,292351275.0
Eighth Grade,2018,03 Aug 2018,93 min,"Comedy, Drama",60 wins & 94 nominations,89.0,7.4,"78,267",tt7014006,"$13,539,709",en,2018-01-19,2000000.0,13539709.0
"Don't Worry, He Won't Get Far on Foot",2018,04 Apr 2018,114 min,"Biography, Comedy, Drama",5 nominations,67.0,6.8,"28,545",tt6288124,"$1,441,705",en,2018-04-04,0.0,2066633.0
Shock and Awe,2017,20 Jul 2018,90 min,"Biography, Drama, History",,47.0,6.4,"7,851",tt5540992,"$77,980",en,2018-07-13,0.0,0.0
Mamma Mia! Here We Go Again,2018,20 Jul 2018,114 min,"Comedy, Musical, Romance",12 nominations,60.0,6.6,"99,310",tt6911608,"$120,634,935",en,2018-07-09,75000000.0,395044706.0
The Equalizer 2,2018,20 Jul 2018,121 min,"Action, Crime, Thriller",1 win & 4 nominations,50.0,6.7,"166,149",tt3766354,"$102,084,362",en,2018-07-19,62000000.0,190400157.0
Blindspotting,2018,27 Jul 2018,95 min,"Comedy, Crime, Drama",5 wins & 23 nominations,77.0,7.4,"31,563",tt7242142,"$4,333,394",en,2018-07-20,0.0,0.0
Unfriended: Dark Web,2018,20 Jul 2018,92 min,"Horror, Mystery, Thriller",,53.0,6.0,"34,734",tt4761916,"$8,866,745",en,2018-07-19,1000000.0,16024987.0
Mission: Impossible - Fallout,2018,27 Jul 2018,147 min,"Action, Adventure, Thriller",Nominated for 1 BAFTA Award25 wins & 41 nominations total,86.0,7.7,"341,519",tt4912910,"$220,159,104",en,2018-07-13,178000000.0,791657398.0
Teen Titans GO! To the Movies,2018,27 Jul 2018,84 min,"Animation, Action, Adventure",9 nominations,69.0,6.7,"20,291",tt7424200,"$29,790,236",,,,
Detective Dee: The Four Heavenly Kings,2018,27 Jul 2018,132 min,"Action, Adventure, Drama",1 win & 18 nominations,58.0,6.3,"2,843",tt6869538,"$262,963",zh,2018-07-27,0.0,84168923.0
Hot Summer Nights,2017,27 Jul 2018,107 min,"Crime, Drama, Romance",2 nominations,44.0,6.3,"20,557",tt3416536,,en,2018-07-26,0.0,0.0
Puzzle,2018,07 Sep 2018,103 min,Drama,2 wins & 2 nominations,66.0,6.7,"8,163",tt6933454,"$2,032,018",en,2018-07-27,0.0,2266853.0
Puzzle,2018,07 Sep 2018,103 min,Drama,2 wins & 2 nominations,66.0,6.7,"8,163",tt6933454,"$2,032,018",es,2021-04-23,50000.0,0.0
Puzzle,2018,07 Sep 2018,103 min,Drama,2 wins & 2 nominations,66.0,6.7,"8,163",tt6933454,"$2,032,018",en,2019-10-19,0.0,0.0
Puzzle,2018,07 Sep 2018,103 min,Drama,2 wins & 2 nominations,66.0,6.7,"8,163",tt6933454,"$2,032,018",ko,2018-02-22,0.0,0.0
Puzzle,2018,07 Sep 2018,103 min,Drama,2 wins & 2 nominations,66.0,6.7,"8,163",tt6933454,"$2,032,018",en,2021-12-04,0.0,0.0
Extinction,2018,27 Jul 2018,95 min,"Action, Drama, Sci-Fi",1 win,40.0,5.8,"54,648",tt3201640,,en,2018-07-15,0.0,1451864.0
Extinction,2018,27 Jul 2018,95 min,"Action, Drama, Sci-Fi",1 win,40.0,5.8,"54,648",tt3201640,,pt,2018-07-20,0.0,0.0
Christopher Robin,2018,03 Aug 2018,104 min,"Adventure, Comedy, Drama",Nominated for 1 Oscar. 2 wins & 13 nominations total,60.0,7.2,"80,285",tt4575576,"$99,215,042",en,2018-08-02,75000000.0,99138899.0
The Darkest Minds,2018,03 Aug 2018,104 min,"Action, Adventure, Drama",1 win & 3 nominations,39.0,5.7,"33,694",tt4073790,"$12,695,691",en,2018-07-25,34000000.0,41142379.0
The Spy Who Dumped Me,2018,03 Aug 2018,117 min,"Action, Adventure, Comedy",3 wins & 4 nominations,52.0,6.0,"79,486",tt6663582,"$33,562,069",en,2018-08-02,40000000.0,33562069.0
The Miseducation of Cameron Post,2018,07 Sep 2018,91 min,"Comedy, Drama",5 wins & 16 nominations,69.0,6.6,"23,692",tt6257174,"$904,703",en,2018-07-18,900000.0,2019874.0
Never Goin' Back,2018,30 Oct 2018,85 min,"Comedy, Crime, Drama",2 wins & 4 nominations,62.0,6.0,"3,410",tt7690016,"$61,271",en,2018-08-03,0.0,0.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",en,2018-08-10,0.0,0.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",en,2018-10-13,0.0,17.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",en,2018-10-13,0.0,17.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",zh,2018-03-30,0.0,0.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",tl,2018-10-21,0.0,0.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",pl,2020-09-10,0.0,0.0
Dog Days,2001,09 Nov 2001,121 min,Drama,7 wins & 3 nominations,66.0,7.0,"6,367",tt0290661,"$13,031",en,2021-02-08,10.0,10.0
The Meg,2018,10 Aug 2018,113 min,"Action, Horror, Sci-Fi",5 wins & 6 nominations,46.0,5.6,"175,903",tt4779682,"$145,522,784",en,2018-08-09,150000000.0,530517320.0
BlacKkKlansman,2018,10 Aug 2018,135 min,"Biography, Comedy, Crime",Won 1 Oscar. 45 wins & 215 nominations total,83.0,7.5,"271,614",tt7349662,"$49,275,340",en,2018-08-09,15000000.0,93400823.0
Slender Man,2018,10 Aug 2018,93 min,"Horror, Mystery, Thriller",3 nominations,30.0,3.2,"35,618",tt5690360,"$30,569,484",en,2018-08-10,10000000.0,11817275.0
A Prayer Before Dawn,2017,10 Aug 2018,116 min,"Action, Biography, Crime",1 win & 7 nominations,76.0,6.8,"24,624",tt4080956,"$14,453",en,2018-05-24,0.0,958883.0
Crazy Rich Asians,2018,15 Aug 2018,120 min,"Comedy, Drama, Romance",14 wins & 67 nominations,74.0,6.9,"178,385",tt3104988,"$174,837,452",en,2018-08-15,30000000.0,238539198.0
Alpha,2018,17 Aug 2018,96 min,"Action, Adventure, Drama",2 wins,63.0,6.6,"64,032",tt4244998,"$35,857,181",en,2018-08-17,51000000.0,35808437.0
Alpha,2018,17 Aug 2018,96 min,"Action, Adventure, Drama",2 wins,63.0,6.6,"64,032",tt4244998,"$35,857,181",en,2019-06-22,0.0,0.0
Alpha,2018,17 Aug 2018,96 min,"Action, Adventure, Drama",2 wins,63.0,6.6,"64,032",tt4244998,"$35,857,181",en,2019-06-22,0.0,0.0
Alpha,2018,17 Aug 2018,96 min,"Action, Adventure, Drama",2 wins,63.0,6.6,"64,032",tt4244998,"$35,857,181",bn,2019-04-26,0.0,0.0
Alpha,2018,17 Aug 2018,96 min,"Action, Adventure, Drama",2 wins,63.0,6.6,"64,032",tt4244998,"$35,857,181",uk,2020-09-30,0.0,0.0
Mile 22,2018,17 Aug 2018,94 min,"Action, Thriller",1 win,38.0,6.1,"82,468",tt4560436,"$36,108,758",en,2018-08-16,35000000.0,66308758.0
The Wife,2017,28 Sep 2018,99 min,Drama,Nominated for 1 Oscar. 19 wins & 28 nominations total,77.0,7.2,"40,992",tt3750872,"$9,601,092",en,2018-08-02,0.0,19978189.0
The Wife,2017,28 Sep 2018,99 min,Drama,Nominated for 1 Oscar. 19 wins & 28 nominations total,77.0,7.2,"40,992",tt3750872,"$9,601,092",tl,2022-02-11,0.0,0.0
The Wife,2017,28 Sep 2018,99 min,Drama,Nominated for 1 Oscar. 19 wins & 28 nominations total,77.0,7.2,"40,992",tt3750872,"$9,601,092",hi,2021-03-19,0.0,0.0
The Wife,2017,28 Sep 2018,99 min,Drama,Nominated for 1 Oscar. 19 wins & 28 nominations total,77.0,7.2,"40,992",tt3750872,"$9,601,092",hi,2021-03-19,0.0,0.0
Billionaire Boys Club,2018,17 Jul 2018,108 min,"Biography, Drama, Thriller",1 win,30.0,5.6,"13,760",tt5179598,"$1,349",en,2018-07-19,0.0,0.0
"Juliet, Naked",2018,17 Aug 2018,97 min,"Comedy, Drama, Music",1 win & 5 nominations,67.0,6.6,"23,510",tt5607096,"$3,444,895",en,2018-08-16,0.0,0.0
Down a Dark Hall,2018,17 Aug 2018,96 min,"Drama, Fantasy, Horror",1 nomination,56.0,5.0,"14,453",tt2372251,,en,2018-08-01,0.0,2707199.0
The Happytime Murders,2018,24 Aug 2018,91 min,"Action, Comedy, Crime",2 wins & 10 nominations,27.0,5.4,"29,184",tt1308728,"$20,706,452",en,2018-08-22,40000000.0,27506452.0
Searching,2018,31 Aug 2018,102 min,"Drama, Mystery, Thriller",6 wins & 10 nominations,71.0,7.6,"169,080",tt7668870,"$26,020,957",en,2018-08-24,1000000.0,75462037.0
Papillon,1973,19 Dec 1973,151 min,"Biography, Crime, Drama",Nominated for 1 Oscar. 2 wins & 2 nominations total,58.0,8.0,"132,859",tt0070511,"$53,267,000",,,,
Axl Rose: The Prettiest Star,2005,15 Aug 2005,63 min,"Documentary, Biography, Music",,,6.9,27,tt1278004,,,,,
Operation Finale,2018,29 Aug 2018,122 min,"Biography, Drama, History",2 nominations,58.0,6.6,"44,705",tt5208252,"$17,612,099",en,2018-08-29,24000000.0,17506878.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",en,2018-08-29,30000000.0,10023153.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",tr,2019-09-20,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",tr,2019-09-20,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",en,2018-12-10,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",ru,2018-08-18,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",tr,2019-09-20,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",en,2021-03-14,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",en,2021-03-05,0.0,0.0
Kin,2018,31 Aug 2018,102 min,"Action, Drama, Sci-Fi",3 nominations,35.0,5.8,"17,763",tt6017942,"$5,718,096",ru,2018-08-18,0.0,0.0
The Little Stranger,2018,21 Sep 2018,111 min,"Drama, Horror, Mystery",5 nominations,67.0,5.5,"10,282",tt6859762,"$713,143",en,2018-08-30,0.0,1824902.0
Destination Wedding,2018,07 Sep 2018,87 min,"Comedy, Drama, Romance",,46.0,6.0,"31,057",tt6987770,,en,2018-08-02,0.0,0.0
Reprisal,2018,16 Oct 2018,89 min,"Action, Drama, Thriller",,19.0,4.3,"7,805",tt6547170,,en,2018-08-31,0.0,0.0
Reprisal,2018,16 Oct 2018,89 min,"Action, Drama, Thriller",,19.0,4.3,"7,805",tt6547170,,en,2021-09-27,500.0,0.0
Reprisal,2018,16 Oct 2018,89 min,"Action, Drama, Thriller",,19.0,4.3,"7,805",tt6547170,,en,2021-09-27,500.0,0.0
The Nun,2018,07 Sep 2018,96 min,"Horror, Mystery, Thriller",2 wins & 1 nomination,46.0,5.3,"146,036",tt5814060,"$117,481,222",en,2018-09-05,22000000.0,365582797.0
Peppermint,2018,07 Sep 2018,101 min,"Action, Thriller",4 nominations,29.0,6.5,"66,888",tt6850820,"$35,418,723",en,2018-09-06,25000000.0,53918723.0
The Predator,2018,14 Sep 2018,107 min,"Action, Adventure, Horror",1 win & 8 nominations,48.0,5.3,"136,748",tt3829266,"$51,024,708",en,2018-09-05,88000000.0,160542134.0
White Boy Rick,2018,14 Sep 2018,111 min,"Crime, Drama",2 nominations,59.0,6.5,"39,470",tt4537896,"$24,011,188",en,2018-09-14,29000000.0,26000000.0
A Simple Favor,2018,14 Sep 2018,117 min,"Comedy, Crime, Mystery",3 wins & 6 nominations,67.0,6.8,"153,299",tt7040874,"$53,548,586",en,2018-08-29,20000000.0,97644617.0
The Children Act,2017,14 Sep 2018,105 min,Drama,2 wins & 5 nominations,62.0,6.7,"14,016",tt6040662,"$547,750",en,2018-08-01,0.0,17696794.0
Lizzie,2018,14 Sep 2018,105 min,"Biography, Crime, Drama",1 nomination,59.0,5.9,"8,545",tt5160938,"$642,157",en,2018-09-14,0.0,844786.0
Lizzie,2018,14 Sep 2018,105 min,"Biography, Crime, Drama",1 nomination,59.0,5.9,"8,545",tt5160938,"$642,157",en,2019-05-01,0.0,0.0
Unbroken: Path to Redemption,2018,14 Sep 2018,98 min,"Biography, Drama, History",5 nominations,39.0,5.8,"3,291",tt7339792,"$6,216,897",en,2018-09-14,0.0,0.0
Hell House LLC II: The Abaddon Hotel,2018,20 Sep 2018,89 min,"Horror, Mystery",,,5.3,"4,805",tt8707374,,en,2018-09-14,0.0,0.0
The House with a Clock in Its Walls,2018,21 Sep 2018,105 min,"Comedy, Family, Fantasy",1 win & 1 nomination,57.0,6.0,"52,955",tt2119543,"$68,549,695",en,2018-09-15,42000000.0,131523093.0
Life Itself,2018,21 Sep 2018,117 min,"Drama, Romance",2 wins & 4 nominations,21.0,6.9,"22,890",tt5989218,"$4,102,648",en,2018-09-21,10000000.0,7997774.0
The Sisters Brothers,2018,19 Oct 2018,122 min,"Drama, Western",13 wins & 25 nominations,78.0,6.9,"66,804",tt4971344,"$3,143,056",en,2018-09-19,38000000.0,13143056.0
Assassination Nation,2018,21 Sep 2018,108 min,"Action, Comedy, Crime",1 win & 4 nominations,56.0,6.0,"20,491",tt6205872,"$2,005,142",en,2018-09-21,7000000.0,2900000.0
Little Italy,2018,21 Sep 2018,102 min,"Comedy, Romance",,28.0,5.7,"15,999",tt6957966,"$990,230",en,2018-08-24,0.0,0.0
Colette,2018,09 Jan 2019,111 min,"Biography, Drama, History",1 win & 12 nominations,74.0,6.7,"24,864",tt5437928,"$5,137,622",en,2018-09-21,0.0,14273033.0
Colette,2018,09 Jan 2019,111 min,"Biography, Drama, History",1 win & 12 nominations,74.0,6.7,"24,864",tt5437928,"$5,137,622",fr,2020-02-16,0.0,0.0
Fahrenheit 11/9,2018,21 Sep 2018,128 min,Documentary,3 wins & 7 nominations,69.0,7.1,"19,846",tt8632862,"$6,352,306",en,2018-09-10,0.0,0.0
My Son,2021,15 Sep 2021,95 min,"Crime, Drama, Mystery",,,6.0,"12,978",tt13234058,,en,2021-09-23,0.0,0.0
My Son,2021,15 Sep 2021,95 min,"Crime, Drama, Mystery",,,6.0,"12,978",tt13234058,,ko,2022-10-19,0.0,0.0
My Son,2021,15 Sep 2021,95 min,"Crime, Drama, Mystery",,,6.0,"12,978",tt13234058,,de,2021-11-18,0.0,0.0
My Son,2021,15 Sep 2021,95 min,"Crime, Drama, Mystery",,,6.0,"12,978",tt13234058,,zh,2021-10-24,0.0,0.0
My Son,2021,15 Sep 2021,95 min,"Crime, Drama, Mystery",,,6.0,"12,978",tt13234058,,en,2020-09-03,0.0,0.0
My Son,2021,15 Sep 2021,95 min,"Crime, Drama, Mystery",,,6.0,"12,978",tt13234058,,en,2021-07-19,0.0,0.0
"Love, Gilda",2018,21 Sep 2018,88 min,Documentary,Nominated for 2 Primetime Emmys. 3 wins & 3 nominations total,74.0,7.4,"1,697",tt5424228,"$626,318",en,2018-04-18,0.0,0.0
My Hero Academia: Two Heroes,2018,25 Sep 2018,96 min,"Animation, Action, Adventure",2 wins & 1 nomination,,7.4,"11,324",tt7745068,"$5,754,556",ja,2018-08-03,12000000.0,31478826.0
Smallfoot,2018,28 Sep 2018,96 min,"Animation, Adventure, Comedy",1 win & 14 nominations,60.0,6.6,"40,957",tt6182908,"$83,315,531",en,2018-09-20,0.0,0.0
Night School,2018,28 Sep 2018,111 min,Comedy,1 win & 4 nominations,43.0,5.6,"42,019",tt6781982,"$77,339,130",en,2018-09-27,29000000.0,33157615.0
Hell Fest,2018,28 Sep 2018,89 min,"Horror, Thriller",1 win,26.0,5.5,"17,979",tt1999890,"$11,107,431",en,2018-09-27,5500000.0,0.0
Power of the Air,2018,02 Oct 2018,90 min,Drama,,,7.0,79,tt3554938,,en,2018-10-02,0.0,0.0
Power of the Air,2018,02 Oct 2018,90 min,Drama,,,7.0,79,tt3554938,,en,2018-10-02,0.0,0.0
Venom,2018,05 Oct 2018,112 min,"Action, Adventure, Sci-Fi",3 wins & 9 nominations,35.0,6.6,"498,673",tt1270797,"$213,515,506",en,2018-09-28,116000000.0,855013954.0
A Star Is Born,2018,05 Oct 2018,136 min,"Drama, Music, Romance",Won 1 Oscar. 95 wins & 281 nominations total,88.0,7.6,"394,393",tt1517451,"$215,333,122",en,2018-09-20,36000000.0,433888866.0
The Happy Prince,2018,10 Oct 2018,105 min,"Biography, Drama",5 wins & 15 nominations,64.0,6.2,"5,516",tt2404639,"$466,440",en,2018-04-12,0.0,0.0
First Man,2018,12 Oct 2018,141 min,"Biography, Drama, History",Won 1 Oscar. 32 wins & 196 nominations total,84.0,7.3,"192,653",tt1213641,"$44,936,545",en,2018-10-10,70000000.0,105713218.0
Bad Times at the El Royale,2018,12 Oct 2018,141 min,"Crime, Drama, Mystery",2 wins & 12 nominations,60.0,7.1,"154,677",tt6628394,"$17,839,115",en,2018-10-04,32000000.0,31882724.0
Beautiful Boy,2018,25 Oct 2018,120 min,"Biography, Drama",Nominated for 1 BAFTA Award10 wins & 31 nominations total,62.0,7.3,"83,988",tt1226837,"$7,649,973",en,2018-10-12,25000000.0,7649973.0
The Oath,2018,19 Oct 2018,93 min,"Comedy, Thriller",,58.0,5.6,"4,834",tt7461200,"$401,463",en,2018-10-12,0.0,0.0
The Oath,2018,19 Oct 2018,93 min,"Comedy, Thriller",,58.0,5.6,"4,834",tt7461200,"$401,463",ru,2020-02-25,0.0,0.0
The Oath,2018,19 Oct 2018,93 min,"Comedy, Thriller",,58.0,5.6,"4,834",tt7461200,"$401,463",ru,2020-02-25,0.0,0.0
The Oath,2018,19 Oct 2018,93 min,"Comedy, Thriller",,58.0,5.6,"4,834",tt7461200,"$401,463",ru,2020-02-25,0.0,0.0
Gosnell: The Trial of America's Biggest Serial Killer,2018,12 Oct 2018,93 min,"Crime, Drama",,,6.5,"4,643",tt3722234,"$3,679,893",en,2018-10-12,0.0,0.0
Gosnell: The Trial of America's Biggest Serial Killer,2018,12 Oct 2018,93 min,"Crime, Drama",,,6.5,"4,643",tt3722234,"$3,679,893",en,2018-10-12,0.0,0.0
After Everything,2018,12 Oct 2018,95 min,"Comedy, Drama, Romance",2 nominations,67.0,6.4,"1,787",tt6688022,,en,2018-10-12,0.0,0.0
Halloween,1978,27 Oct 1978,91 min,"Horror, Thriller",7 wins & 3 nominations,87.0,7.7,"286,865",tt0077651,"$47,160,000",en,2018-10-18,10000000.0,255614941.0
The Hate U Give,2018,19 Oct 2018,133 min,"Crime, Drama",22 wins & 38 nominations,81.0,7.5,"37,800",tt5580266,"$29,719,483",en,2018-10-19,23000000.0,34934009.0
Can You Ever Forgive Me?,2018,02 Nov 2018,106 min,"Biography, Comedy, Crime",Nominated for 3 Oscars. 53 wins & 102 nominations total,87.0,7.1,"53,741",tt4595882,"$8,803,865",en,2018-10-19,0.0,8586944.0
Mid90s,2018,26 Oct 2018,85 min,"Comedy, Drama",4 wins & 10 nominations,66.0,7.3,"69,678",tt5613484,"$7,362,439",,,,
Wildlife,2018,01 Jan 2019,105 min,Drama,6 wins & 25 nominations,80.0,6.8,"29,790",tt5929754,"$1,050,616",en,2018-09-23,0.0,3097257.0
What They Had,2018,29 Nov 2018,101 min,Drama,3 wins & 5 nominations,69.0,6.7,"4,461",tt6662736,"$260,136",en,2018-10-19,0.0,0.0
Hunter Killer,2018,26 Oct 2018,121 min,"Action, Thriller",1 win,43.0,6.6,"66,082",tt1846589,"$15,767,460",en,2018-10-19,40000000.0,31672678.0
Johnny English Strikes Again,2018,26 Oct 2018,89 min,"Action, Adventure, Comedy",1 win,39.0,6.2,"76,934",tt6921996,"$4,412,170",en,2018-09-06,25000000.0,158972499.0
Suspiria,1977,12 Aug 1977,92 min,Horror,1 win & 3 nominations,79.0,7.3,"97,311",tt0076786,,en,2018-10-11,20000000.0,6348889.0
Indivisible,2016,29 Sep 2016,100 min,Drama,31 wins & 20 nominations,80.0,6.9,"1,355",tt5259496,,en,2018-10-26,0.0,0.0
Indivisible,2016,29 Sep 2016,100 min,Drama,31 wins & 20 nominations,80.0,6.9,"1,355",tt5259496,,en,2018-10-26,0.0,0.0
Bullitt County,2018,26 Oct 2018,98 min,"Action, Drama, Thriller",8 wins & 5 nominations,50.0,4.7,561,tt6140148,"$11,257",en,2018-10-26,0.0,0.0
Bullitt County,2018,26 Oct 2018,98 min,"Action, Drama, Thriller",8 wins & 5 nominations,50.0,4.7,561,tt6140148,"$11,257",en,2018-10-26,0.0,0.0
Bohemian Rhapsody,2018,02 Nov 2018,134 min,"Biography, Drama, Music",Won 4 Oscars. 48 wins & 81 nominations total,49.0,7.9,"549,936",tt1727824,"$216,668,042",en,2018-10-24,52000000.0,903992901.0
The Nutcracker and the Four Realms,2018,02 Nov 2018,99 min,"Adventure, Family, Fantasy",1 win & 8 nominations,39.0,5.6,"35,189",tt5523010,"$54,858,851",en,2018-10-26,120000000.0,59522646.0
Nobody's Fool,1994,13 Jan 1995,110 min,"Comedy, Drama",Nominated for 2 Oscars. 5 wins & 10 nominations total,86.0,7.3,"21,441",tt0110684,"$39,491,975",en,2018-10-31,19000000.0,29152618.0
Boy Erased,2018,08 Nov 2018,115 min,"Biography, Drama",12 wins & 51 nominations,69.0,6.9,"39,932",tt7008872,"$6,788,692",en,2018-09-24,0.0,7928149.0
A Private War,2018,16 Nov 2018,110 min,"Biography, Drama, War",2 wins & 10 nominations,75.0,6.7,"19,975",tt2368254,"$1,633,208",en,2018-11-16,0.0,0.0
Bodied,2017,02 Nov 2018,120 min,"Comedy, Drama, Music",5 wins & 1 nomination,75.0,7.1,"5,813",tt5883570,"$113,956",en,2018-11-02,0.0,0.0
